train/loss_simple_step,train/loss_vlb_step,train/loss_step,global_step,lr_abs,epoch,created_at,val/loss_simple,val/loss_vlb,val/loss,val/loss_simple_ema,val/loss_vlb_ema,val/loss_ema,train/loss_simple_epoch,train/loss_vlb_epoch,train/loss_epoch
0.047986049205064774,0.0001744888286339119,0.047986049205064774,49.0,9.999999747378752e-05,0,2024-10-29 02:09:49.266903,,,,,,,,,
0.47515469789505005,0.0029747465159744024,0.47515469789505005,99.0,9.999999747378752e-05,0,2024-10-29 02:12:58.440277,,,,,,,,,
0.28020328283309937,0.001076534390449524,0.28020328283309937,149.0,9.999999747378752e-05,0,2024-10-29 02:16:10.850133,,,,,,,,,
0.501613974571228,0.003019193885847926,0.501613974571228,199.0,9.999999747378752e-05,0,2024-10-29 02:19:22.174196,,,,,,,,,
0.09298403561115265,0.00031982388463802636,0.09298403561115265,249.0,9.999999747378752e-05,0,2024-10-29 02:26:26.422567,,,,,,,,,
0.09740424156188965,0.0003256041381973773,0.09740424156188965,299.0,9.999999747378752e-05,0,2024-10-29 02:31:45.879192,,,,,,,,,
0.33849674463272095,0.0015373184578493237,0.33849674463272095,349.0,9.999999747378752e-05,0,2024-10-29 02:37:03.268313,,,,,,,,,
0.5479234457015991,0.009463673457503319,0.5479234457015991,399.0,9.999999747378752e-05,0,2024-10-29 02:42:23.850345,,,,,,,,,
0.27095189690589905,0.0009709064033813775,0.27095189690589905,449.0,9.999999747378752e-05,0,2024-10-29 02:51:03.019240,,,,,,,,,
0.296382337808609,0.0011131492210552096,0.296382337808609,499.0,9.999999747378752e-05,0,2024-10-29 02:56:30.930109,,,,,,,,,
,,,,,0,2024-10-29 02:56:38.427982,0.17413857579231262,0.0012730610324069858,0.17413857579231262,0.09340697526931763,0.00039328780258074403,0.09340697526931763,,,
,,,,,0,2024-10-29 02:56:38.439681,,,,,,,0.17321200668811798,0.0029929319862276316,0.17321200668811798
0.016045991331338882,7.384933269349858e-05,0.016045991331338882,549.0,9.999999747378752e-05,1,2024-10-29 03:02:00.423787,,,,,,,,,
0.04289303719997406,0.00016554692410863936,0.04289303719997406,599.0,9.999999747378752e-05,1,2024-10-29 03:07:18.381683,,,,,,,,,
0.2634260654449463,0.0009241231018677354,0.2634260654449463,649.0,9.999999747378752e-05,1,2024-10-29 03:15:49.561838,,,,,,,,,
0.35810428857803345,0.002373763360083103,0.35810428857803345,699.0,9.999999747378752e-05,1,2024-10-29 03:21:07.304449,,,,,,,,,
0.015739567577838898,7.045436359476298e-05,0.015739567577838898,749.0,9.999999747378752e-05,1,2024-10-29 03:26:27.875172,,,,,,,,,
0.02666635438799858,0.00011176645057275891,0.02666635438799858,799.0,9.999999747378752e-05,1,2024-10-29 03:31:46.372345,,,,,,,,,
0.5242382287979126,0.005149992182850838,0.5242382287979126,849.0,9.999999747378752e-05,1,2024-10-29 03:40:45.858894,,,,,,,,,
0.2608984410762787,0.000964817707426846,0.2608984410762787,899.0,9.999999747378752e-05,1,2024-10-29 03:46:33.024227,,,,,,,,,
0.5364516973495483,0.005841091740876436,0.5364516973495483,949.0,9.999999747378752e-05,1,2024-10-29 03:52:17.556828,,,,,,,,,
0.10428068041801453,0.00034843277535401285,0.10428068041801453,999.0,9.999999747378752e-05,1,2024-10-29 03:58:03.329259,,,,,,,,,
,,,,,1,2024-10-29 03:58:11.552656,0.18933846056461334,0.0010592408943921328,0.18933846056461334,0.03478742390871048,0.0001264598104171455,0.03478742390871048,,,
,,,,,1,2024-10-29 03:58:11.564788,,,,,,,0.1706785410642624,0.0020470174495130777,0.1706785410642624
0.5269851684570312,0.00839410163462162,0.5269851684570312,1049.0,9.999999747378752e-05,2,2024-10-29 04:07:15.214422,,,,,,,,,
0.26241230964660645,0.0009184864466078579,0.26241230964660645,1099.0,9.999999747378752e-05,2,2024-10-29 04:12:55.590014,,,,,,,,,
0.006728139705955982,3.456498961895704e-05,0.006728139705955982,1149.0,9.999999747378752e-05,2,2024-10-29 04:18:29.951067,,,,,,,,,
0.837238073348999,0.1063256710767746,0.837238073348999,1199.0,9.999999747378752e-05,2,2024-10-29 04:23:58.246761,,,,,,,,,
0.011860741302371025,5.785365283372812e-05,0.011860741302371025,1249.0,9.999999747378752e-05,2,2024-10-29 04:32:19.168141,,,,,,,,,
0.010447638109326363,5.147504271008074e-05,0.010447638109326363,1299.0,9.999999747378752e-05,2,2024-10-29 04:37:38.485293,,,,,,,,,
0.22337929904460907,0.0007705779862590134,0.22337929904460907,1349.0,9.999999747378752e-05,2,2024-10-29 04:42:55.930431,,,,,,,,,
0.026911107823252678,0.00011353180161677301,0.026911107823252678,1399.0,9.999999747378752e-05,2,2024-10-29 04:48:23.853147,,,,,,,,,
0.003925052471458912,2.1838710381416604e-05,0.003925052471458912,1449.0,9.999999747378752e-05,2,2024-10-29 04:56:52.454924,,,,,,,,,
